FS,0.333,0.571
FS,0.337,0.559
FS,0.336,0.566
FS,0.333,0.574
FS,0.334,0.571
FS,0.332,0.577
FS,0.332,0.579
FS,0.33,0.582
FS,0.331,0.577
FS,0.333,0.57
FS,0.337,0.556
FS,0.335,0.558
FS,0.331,0.57
FS,0.33,0.575
FS,0.329,0.581
FS,0.332,0.567
FS,0.333,0.564
FS,0.334,0.564
FS,0.329,0.574
FS,0.33,0.576
FS,0.331,0.572
FS,0.334,0.561
FS,0.334,0.561
FS,0.331,0.572
FS,0.328,0.581
FS,0.328,0.58
FS,0.331,0.576
FS,0.333,0.572
FS,0.335,0.567
FS,0.335,0.566
FS,0.333,0.567
FS,0.33,0.573
FS,0.33,0.576
FS,0.327,0.582
FS,0.329,0.578
FS,0.332,0.57
FS,0.333,0.568
FS,0.331,0.573
FS,0.328,0.581
FS,0.329,0.579
FS,0.329,0.584
FS,0.332,0.577
FS,0.33,0.572
FS,0.328,0.584
FS,0.327,0.59
FS,0.33,0.575
FS,0.33,0.575
FS,0.327,0.585
FS,0.328,0.585
FS,0.332,0.577
FS,0.334,0.568
FS,0.335,0.567
FS,0.333,0.572
FS,0.333,0.574
FS,0.333,0.572
FS,0.332,0.574
FS,0.329,0.578
FS,0.329,0.576
FS,0.328,0.582
FS,0.327,0.589
FS,0.328,0.588
FS,0.331,0.582
FS,0.332,0.578
FS,0.333,0.575
FS,0.329,0.579
FS,0.329,0.578
FS,0.331,0.57
FS,0.332,0.57
FS,0.333,0.579
FS,0.331,0.586
FS,0.326,0.591
FS,0.327,0.585
FS,0.324,0.592
FS,0.324,0.59
FS,0.324,0.591
FS,0.325,0.593
FS,0.326,0.593
FS,0.327,0.588
FS,0.329,0.579
FS,0.328,0.58
FS,0.325,0.586
FS,0.327,0.583
FS,0.33,0.573
FS,0.329,0.572
FS,0.326,0.584
FS,0.324,0.59
FS,0.323,0.592
FS,0.323,0.594
FS,0.324,0.591
FS,0.324,0.593
FS,0.325,0.591
FS,0.326,0.586
FS,0.324,0.592
FS,0.323,0.595
FS,0.324,0.593
FS,0.326,0.588
FS,0.325,0.587
FS,0.325,0.582
FS,0.327,0.58
FS,0.329,0.576
FS,0.33,0.574
FS,0.326,0.58
FS,0.324,0.585
FS,0.324,0.587
FS,0.323,0.592
FS,0.324,0.591
FS,0.329,0.572
FS,0.33,0.569
FS,0.327,0.574
FS,0.325,0.58
FS,0.322,0.593
FS,0.321,0.595
FS,0.323,0.591
FS,0.325,0.583
FS,0.329,0.571
FS,0.327,0.574
FS,0.324,0.582
FS,0.324,0.585
FS,0.321,0.596
FS,0.322,0.592
FS,0.323,0.584
FS,0.325,0.58
FS,0.327,0.579
FS,0.328,0.571
FS,0.328,0.568
FS,0.326,0.577
FS,0.326,0.581
FS,0.325,0.581
FS,0.327,0.574
FS,0.327,0.573
FS,0.325,0.578
FS,0.326,0.577
FS,0.328,0.569
FS,0.325,0.575
FS,0.321,0.59
FS,0.324,0.586
FS,0.325,0.58
FS,0.324,0.58
FS,0.326,0.579
FS,0.327,0.579
FS,0.323,0.586
FS,0.323,0.586
FS,0.322,0.59
FS,0.321,0.595
FS,0.323,0.588
FS,0.325,0.58
FS,0.324,0.579
FS,0.325,0.574
FS,0.324,0.578
FS,0.324,0.58
FS,0.322,0.584
FS,0.32,0.592
FS,0.322,0.584
FS,0.323,0.579
FS,0.325,0.573
FS,0.326,0.571
FS,0.324,0.576
FS,0.323,0.58
FS,0.322,0.584
FS,0.323,0.583
FS,0.323,0.59
FS,0.32,0.597
FS,0.321,0.591
FS,0.322,0.588
FS,0.323,0.585
FS,0.323,0.586
FS,0.319,0.595
FS,0.323,0.587
FS,0.325,0.578
FS,0.321,0.592
FS,0.321,0.596
FS,0.325,0.578
FS,0.324,0.583
FS,0.326,0.581
FS,0.327,0.58
FS,0.324,0.587
FS,0.323,0.589
FS,0.325,0.584
FS,0.328,0.577
FS,0.329,0.573
FS,0.327,0.579
FS,0.326,0.581
FS,0.326,0.582
FS,0.324,0.59
FS,0.324,0.588
FS,0.322,0.564
FS,0.327,0.552
FS,0.322,0.566
FS,0.325,0.563
FS,0.323,0.569
FS,0.322,0.568
FS,0.322,0.566
FS,0.322,0.572
FS,0.323,0.566
FS,0.323,0.566
FS,0.323,0.564
FS,0.321,0.573
FS,0.32,0.573
FS,0.322,0.567
FS,0.319,0.58
HW,5.147,0.892
HW,5.147,0.888
HW,5.107,0.896
HW,5.052,0.905
HW,5.133,0.881
HW,4.778,0.942
HW,4.65,0.965
HW,4.704,0.956
HW,4.633,0.976
HW,4.677,0.967
HW,4.847,0.929
HW,4.936,0.915
HW,5.079,0.894
HW,5.312,0.851
HW,5.323,0.854
HW,5.209,0.867
HW,5.14,0.877
HW,5.034,0.887
HW,4.887,0.911
HW,4.825,0.924
HW,4.643,0.971
HW,4.596,0.977
HW,4.564,0.986
